Sample	X101.10T1	X101.11T1	X101.12T1	X101.13T1	X101.14T1	X101.15T1	X101.1T1	X101.2T1	X101.3T1	X101.4T1	X101.5T1	X101.6T1	X101.7T1	X101.8T1	X101.9T1	X101C.10T1	X101C.11T1	X101C.12T1	X101C.13T1	X101C.14T1	X101C.15T1	X101C.1T1	X101C.2T1	X101C.3T1	X101C.4T1	X101C.5T1	X101C.6T1	X101C.7T1	X101C.8T1	X101C.9T1	C101.10T1	C101.11T1	C101.12T1	C101.13T1	C101.14T1	C101.15T1	C101.1T1	C101.2T1	C101.3T1	C101.4T1	C101.5T1	C101.6T1	C101.7T1	C101.8T1	C101.9T1	C.10T1	C.11T1	C.12T1	C.13T1	C.14T1	C.15T1	C.1T1	C.2T1	C.3T1	C.4T1	C.5T1	C.6T1	C.7T1	C.8T1	C.9T1
Zotu922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu675	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	1	0	0	2	1	0	2	4	0	1	0	4	2	0	0	1	0	0	0	0	0	0	0	2	1	3	0	1	0	0	3	2	1	4	0	0	2	3	0	0	3	0	0
Zotu703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Zotu356	0	11	0	0	0	0	1	1	0	0	0	0	2	22	4	5	17	2	5	0	0	1	12	1	1	4	0	1	0	0	0	7	0	12	23	5	0	3	0	8	0	2	3	42	2	1	0	0	0	1	2	42	570	3	3	4	1	3	2	9
Zotu747	0	39	0	0	0	0	0	0	0	1	9	109	2	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	31	0	1	0	2	1	1	0	0
Zotu506	0	2	1	0	0	0	0	7	1	0	0	0	0	0	0	1	0	480	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Zotu953	0	2	0	3	0	4	0	0	14	0	1	5	1	18	21	4	1	2	1	3	0	0	0	0	0	0	0	20	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	5	0	0	0	16	1	8	0	2	0	3	0	0	0	0
Zotu395	0	2	0	0	0	3	0	0	3	0	0	0	1	0	1	0	0	0	18	0	0	0	0	11	0	0	0	16	1	0	0	0	0	2	13	0	0	0	0	10	0	0	0	1	0	17	0	0	0	14	1	0	0	0	0	0	1	0	0	0
Zotu456	0	1	0	1	0	0	1	0	0	0	0	2	1	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Zotu157	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0
Zotu52	0	3	0	0	0	0	0	0	1	0	2	18	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	2	0	0	0	0	0	17	0	316	3	1	0	0	0	1	0	0	1	0	1	1	24	0	0	0	0	0	0	1	0	0	0
Zotu860	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu536	0	8	12	0	0	1	3	72	1	0	3	0	0	0	0	0	0	188	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	4	3	0	1	1	0	0	4	1	0	0	0	0	0	1	1	0	0	0	0	1	0
Zotu519	0	2	0	1	1	5	1	2	2	1	0	2	5	0	1	3	0	7	1	4	0	3	4	8	0	0	2	0	1	0	3	0	1	0	1	1	0	0	2	0	4	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
Zotu884	0	0	0	0	0	2	1	0	0	1	0	0	3	1	0	22	0	0	8	1	1	0	0	0	1	0	2	2	7	0	0	1	1	0	2	0	0	1	1	1	0	2	0	1	0	0	0	5	0	1	4	0	0	0	9	0	0	0	0	0
Zotu199	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Zotu524	0	6	0	0	2	0	0	4	1	0	0	6	2	10	4	13	13	18	24	0	5	0	0	9	2	1	5	0	42	1	0	1	2	0	2	0	0	0	0	0	2	0	2	0	1	45	0	0	0	17	8	40	6	0	0	0	1	4	0	0
Zotu601	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	1	1	0	0	0
Zotu603	0	1	0	0	0	0	0	55	0	0	0	15	1	0	5	1	0	6	0	0	0	0	0	0	0	0	1	1	5	3	0	0	1	0	112	0	1	0	3	0	0	3	0	0	0	0	0	1	1	0	2	19	0	0	0	0	0	0	0	0
Zotu942	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	133	0	72	0	0	24	1	5	26	2	3	7	1	9	22	0	0	2	0	4	0	0	0	0	0	3	0	0	0	1	3	0	2	0	3	0	28	0	6	12	0	0	0	2	0
Zotu648	0	1	0	0	0	0	0	2	0	0	0	4	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	2	0	0	0	2	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0
Zotu336	0	4	1	2	0	2	1	0	0	0	0	2	1	0	3	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Zotu543	0	4	0	9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	98	3	0	51	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	11	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0
Zotu273	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu6	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	47	1	8	0	0	2	1	9	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0
Zotu863	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu957	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0
Zotu926	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0
Zotu420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu913	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu204	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0
Zotu968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu442	0	0	0	1	0	0	0	0	1	0	5	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Zotu828	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	1	1	0	0	0	3	1	0	1	2	0	0	0
Zotu137	0	0	0	0	0	0	0	3	3	0	0	0	23	0	1	1	0	109	0	0	19	0	6	0	0	0	3	0	0	0	0	0	8	0	0	0	0	0	0	0	4	0	0	0	50	0	0	0	0	0	0	19	0	43	2	0	0	0	2	0
Zotu102	0	0	0	0	6	0	0	3	22	0	5	0	12	0	0	4	0	33	0	0	16	0	40	0	0	0	11	5	0	5	1	2	12	1	7	0	2	3	1	0	0	6	3	2	49	0	0	0	0	0	0	23	0	58	6	2	0	16	0	0
Zotu868	0	0	0	0	60	25	4	5	46	8	107	2	232	17	0	25	0	0	0	0	8	0	1	6	0	0	0	4	1	0	1	0	2	1	3	18	3	3	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Zotu216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu539	0	0	0	0	2	0	0	0	8	0	0	0	4	0	0	0	0	1	0	3	1	2	0	1	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu346	0	0	0	4	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	146	4	2	0	0	2	4	365	99	71	204	31	33	0
Zotu141	0	0	1	1	1	0	0	1	0	42	0	0	0	0	0	2	14	16	0	0	47	0	45	5	1	0	0	0	0	327	4	46	3	17	4	0	1	0	0	36	75	30	4	50	4	7	97	4	0	0	0	3	3	278	55	44	145	14	27	0
Zotu872	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	2	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0
Zotu178	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	3	1	0	0	1
Zotu20	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
Zotu474	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu751	0	0	0	2	0	1	0	36	1	0	0	0	18	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu776	0	0	1	3	2	0	3	1	2	4	3	0	1	1	0	1	2	0	0	0	0	0	1	0	1	0	2	0	1	0	2	0	0	0	1	1	2	2	0	1	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	1	2	0	0	3
Zotu726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1
Zotu48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu558	0	0	0	0	0	2	0	0	0	2	0	1	1	0	1	5	0	5	3	2	7	33	6	10	13	5	2	3	48	2	1	5	0	0	1	0	3	1	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	1	6	0	0
Zotu1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu682	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu529	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	0	1	0	0	0	0	0	0	1	1	0
Zotu806	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu798	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	65	0	0	0	1	2	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	30	0	8
Zotu51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Zotu195	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu587	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	6	0	0	0	0	0	0	0	1	0	0	2	17	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	8	1	1	1	0	0	0	1	0	0	0
Zotu537	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	247	1	0	0	0	0	0	0	1	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
Zotu322	0	0	0	0	0	1	0	4	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Zotu124	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu752	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu404	0	0	0	0	0	0	0	0	6	0	0	10	1	0	6	494	2	82	1	0	0	0	0	5	0	0	102	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	64	0	2	0	0	7	0	6	0
Zotu642	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	2	0	0	0	0
Zotu714	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Zotu309	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Zotu358	0	0	0	0	0	2	0	0	0	0	0	3	0	1	0	0	1	1	0	1	3	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0
Zotu704	0	0	0	0	0	0	0	0	3	0	0	0	4	0	0	9	1	1	0	0	0	0	0	0	0	0	0	1	11	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	36	0	11	0	0	0	0	1	0	0	0
Zotu462	0	0	0	0	0	0	0	134	186	0	2	1	10	0	0	152	0	25	0	21	41	0	0	1	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	6	1	0	0
Zotu972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	1	0	0	0	1	2	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Zotu87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Zotu219	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Zotu811	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu820	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu401	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	5	0	0	0	0	0	4	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	3	0	0	0	0	1	1	0	0	1	0	0
Zotu623	0	0	0	0	0	0	0	1	0	0	187	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Zotu304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu902	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Zotu300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	2	0
Zotu10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Zotu99	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	1	1	0	2	0	0	1	0	6	0	0	0	0	0	4	0	0	2	0	1	0	0	1	7	0	2	0	0	0	0	0	0
Zotu373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	0	2	2	1	9	0	0	0	1	0	0	2	1
Zotu165	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu875	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	4	0	48	0	0	0	0	2	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
Zotu952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu361	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
